CompName,Expt,Mannhold_LogP,Atomic_Polarizabilities,Aromatic_Atoms_Count,Aromatic_Bonds_Count,Element_Count,Bond_Polarizabilities,Bond_Count,Eccentric_Connectivity_Index,Fragment_Complexity,VABC_Volume_Descriptor,Hydrogen_Bond_Acceptors,Hydrogen_Bond_Donors,Largest_Chain,Largest_Pi_Chain,Petitjean_Number,Rotatable_Bonds_Count,Lipinski's_Rule_of_Five,Topological_Polar_Surface_Area,Vertex_adjacency_information_magnitude,Molecular_Weight,XLogP,Zagreb_Index,Formal_Charge,Formal_Charge_(pos),Formal_Charge_(neg),Heavy_Atoms_Count,Molar_Mass,SP3_Character
train144,0,2.12,76.2062,5,5,66,49.6678,40,1193,3218.16,490.691,12,3,8,14,0.5,18,3,245.15,6.3219,568.141,0.629,196,0,0,0,38,568.6262,0.1667
train145,0,2.23,75.2722,5,5,67,51.1558,41,1054,3279.16,493.8552,12,2,9,11,0.4706,19,3,223.59,6.3576,568.1475,0.264,200,0,0,0,39,568.5556,0.1642
train146,0,1.46,61.4719,10,10,47,34.9281,35,841,1508.16,385.3028,10,3,6,12,0.5,11,1,280.07,6.1293,513.0018,-2.44,170,0,0,0,32,513.5992,0.1064
train147,0,2.89,63.7122,6,6,60,43.2078,27,607,2898.07,386.1886,6,3,7,13,0.4667,17,0,90.9,5.7549,379.2471,1.938,128,0,0,0,27,379.4945,0.2
train148,0,1.79,42.5603,0,0,36,25.5397,24,445,863.1,294.4768,9,2,5,8,0.4615,8,0,162.1,5.585,339.0525,-1.482,116,0,0,0,23,339.3254,0.1667
train149,0,1.35,64.8359,5,5,50,36.5461,38,969,1619.18,428.4428,13,3,5,8,0.4706,12,2,301.83,6.2479,556.9916,-1.221,190,0,0,0,35,557.6087,0.14
train150,0,2.12,51.6407,5,5,42,30.4393,28,579,1286.1,330.6206,8,2,4,8,0.5,9,0,166.55,5.8074,396.045,-0.203,136,0,0,0,26,396.4408,0.1429
train151,0,2.12,55.1675,6,6,45,32.8525,30,714,1453.11,356.2768,9,2,4,8,0.5,10,0,176.5,5.9069,423.0559,-2.251,144,0,0,0,28,423.4662,0.1333
train152,0,2.34,50.2371,0,0,43,27.9049,26,484,1473.08,319.0643,7,3,4,8,0.5,7,0,138.03,5.7004,349.1096,-2.462,128,0,0,0,24,349.4065,0.1628
train153,0,1.79,37.7687,5,5,33,25.0513,17,301,817.07,229.5671,5,3,9,6,0.4545,9,0,114.19,5.0875,252.1157,0.743,74,0,0,0,17,252.3407,0.1515
train154,0,2.45,64.9742,0,0,60,44.2898,28,554,3019.09,392.1996,7,4,6,3,0.4615,15,0,127.56,5.8074,424.1799,2.001,136,0,0,0,27,424.9847,0.2833
train155,0,2.01,71.677,0,0,65,55.737,32,716,3426.13,438.3975,10,5,6,5,0.4667,18,1,183.9,6,504.1462,0.343,158,0,0,0,31,504.9647,0.2615
train156,0,3.77,70.9494,26,27,55,30.1706,37,811,2425.06,421.201,3,1,3,28,0.4667,8,1,42.21,6.2095,472.1222,8.812,180,0,0,0,33,473.3973,0.0545
train157,0,2.67,68.7478,6,6,60,33.2642,38,727,2779.12,441.2632,10,7,5,12,0.4615,13,2,187.86,6.2479,508.1249,0.787,200,0,0,0,35,508.9064,0.1667
train158,0,2.45,57.8323,11,11,47,29.8077,32,643,1688.1,355.5242,6,2,3,14,0.4615,9,0,138.04,6,435.0656,3.036,164,0,0,0,29,435.8831,0.1489
train159,0,3.11,61.3018,13,13,54,37.5702,31,505,2324.07,383.7452,2,1,3,18,0.4545,10,0,83.09,5.9542,399.1682,2.956,150,0,0,0,29,399.4378,0.1481
train160,0,2.23,51.1442,0,0,46,32.2778,25,423,1798.08,309.6777,7,3,3,3,0.4545,7,0,138.03,5.6439,341.1409,-1.726,130,0,0,0,23,341.4275,0.2609
train161,0,5.2,192.4962,14,15,176,127.3978,96,4148,25114.28,1206.0243,26,5,3,22,0.5,25,2,359.98,7.585,1254.6285,4.439,480,0,0,0,90,1255.4194,0.2159
train162,0,3.22,75.977,12,12,67,39.665,42,894,3635.11,467.1366,8,5,3,19,0.5,12,1,185.84,6.3923,527.1791,0.564,216,0,0,0,38,527.5209,0.1791
train163,0,3.44,96.4129,12,12,87,57.3031,52,1392,6025.15,603.437,12,5,9,19,0.5,21,3,230.6,6.7004,673.2371,0.645,260,0,0,0,48,673.6623,0.1954
train164,0,2.01,68.2673,0,0,68,44.8127,33,701,3970.13,408.1204,13,9,2,0,0.5,15,2,247.94,6.0444,451.2642,-4.78,162,0,0,0,31,451.5158,0.2647
train165,0,4.43,126.0628,0,0,119,84.3352,62,2628,12906.14,736.6304,14,6,0,5,0.5,18,3,203.06,6.9542,780.4296,2.174,320,0,0,0,55,780.94,0.3193
train166,0,2.89,82.6474,16,17,75,47.4366,47,1478,4435.15,520.0235,9,8,2,21,0.4762,17,2,238.2,6.5546,608.1741,1.175,234,0,0,0,43,608.5458,0.1733
train167,0,2.89,57.887,6,6,54,38.111,25,419,2316.06,355.6893,4,2,5,12,0.4545,17,0,84.86,5.6439,351.2046,1.724,124,0,0,0,25,351.438,0.2037
train168,0,4.32,130.4967,0,0,125,98.4873,59,1670,13304.15,791.7801,15,1,4,3,0.4737,26,3,178.12,6.8826,799.4718,2.682,292,0,0,0,56,799.9865,0.296
train169,0,2.78,80.9197,10,11,76,56.9283,39,742,4981.12,462.3869,12,4,7,14,0.4615,16,3,145.44,6.2854,504.3173,1.76,182,0,0,0,36,504.6265,0.2368
train170,0,4.54,123.348,12,12,111,72.97,63,1759,10150.15,758.7675,15,5,9,9,0.5,25,3,224.45,6.9773,807.3466,2.405,326,0,0,0,58,807.8809,0.2162
train171,0,3,64.007,18,20,54,35.833,34,894,2494.08,372.1695,1,2,3,10,0.4706,6,0,78.82,6.0875,425.1619,2.37,166,0,0,0,30,425.912,0.1481
train172,0,3.11,76.779,12,12,68,39.665,43,919,3702.12,475.9269,9,6,4,19,0.5,13,2,206.07,6.4263,543.1741,-0.044,220,0,0,0,39,543.5203,0.1765
train173,0,3.99,83.1197,12,12,75,54.0323,39,931,5051.06,467.8934,2,1,2,8,0.5,12,0,52.19,6.2854,480.2988,4.349,190,0,0,0,35,480.64,0.2267
train174,0,3.99,121.3211,0,0,118,88.6369,53,1197,11850.14,731.4353,14,5,3,3,0.4286,25,2,193.91,6.7279,733.4612,1.141,270,0,0,0,51,733.9282,0.2966
train175,0,4.1,130.8723,0,0,127,97.7997,58,1448,13561.16,798.2673,16,4,5,4,0.5,29,3,209.21,6.858,805.4824,2.475,292,0,0,0,56,805.991,0.2913
train176,0,4.32,139.6215,0,0,135,103.1305,62,1831,15229.17,856.309,17,4,8,3,0.4737,32,3,226.28,6.9542,861.5086,1.995,310,0,0,0,60,862.0544,0.2889
train177,0,4.54,147.4396,12,12,132,80.5804,79,3640,14209.22,917.1449,20,12,12,12,0.4828,29,4,341.74,7.3038,1000.4066,1.244,414,0,0,0,72,1001.0439,0.1818
train178,0,3.22,82.8034,12,12,74,53.1846,48,1152,4678.13,497.6625,8,3,2,9,0.5,11,1,160.83,6.585,588.1843,0.775,242,0,0,0,42,588.5577,0.2162
train179,0,2.67,53.0171,6,6,44,28.0189,26,362,1425.07,342.3959,5,1,5,11,0.4444,12,1,64.63,5.7004,383.0691,5.08,126,0,0,0,25,384.2543,0.1364
train180,0,4.43,86.6329,18,18,76,45.5731,40,1213,4909.05,499.6952,5,3,5,6,0.4737,15,2,81,6.3219,501.2879,5.639,194,0,0,0,37,501.6576,0.1711
train181,0,3.11,77.6222,12,12,65,42.3578,40,1026,3292.11,480.1134,8,3,7,7,0.4706,14,1,150.34,6.3219,545.1387,3.367,202,0,0,0,37,546.037,0.1538
train182,0,1.24,57.5303,5,5,50,37.9697,34,835,1712.17,380.8734,12,3,6,8,0.4706,16,2,219.6,6.0875,496.0646,-0.885,166,0,0,0,32,496.469,0.18
train183,0,2.45,60.157,5,5,53,38.821,31,630,2213.1,375.4262,8,2,7,8,0.4615,13,0,151.45,5.9542,424.1304,2.044,156,0,0,0,29,424.4699,0.2075
train184,0,4.21,91.3781,0,0,85,56.3059,40,866,6412.06,537.5017,6,3,8,5,0.4667,16,2,104.06,6.3219,516.3451,5.904,208,0,0,0,37,516.7104,0.2941
train185,0,2.23,70.5589,0,0,70,48.3191,33,703,4254.12,416.6262,12,8,2,0,0.5,15,2,213.72,6.0444,449.2849,-3.73,164,0,0,0,31,449.543,0.2714
train186,0,2.89,71.5402,12,12,61,43.3178,35,1033,2913.1,437.0646,7,3,5,13,0.4737,10,0,121.98,6.1293,493.1438,4.893,166,0,0,0,33,494.0054,0.1475
train187,0,1.9,63.1658,5,5,57,43.0862,33,912,2372.14,409.6307,9,2,9,12,0.5,18,1,199.98,6.0444,471.1424,0.669,160,0,0,0,32,471.4866,0.1754
train188,0,3.77,113.886,6,6,107,71.794,50,1722,9312.14,695.2903,14,7,17,6,0.4783,28,4,231.84,6.6439,686.4479,1.04,232,0,0,0,49,686.8864,0.215
train189,0,5.42,183.3114,12,12,170,114.5686,83,4237,23609.22,1118.1778,22,10,15,6,0.5,42,4,339.45,7.375,1114.6903,2.998,388,0,0,0,80,1115.4118,0.2118
train190,0,2.67,54.8057,10,11,48,30.6963,31,558,2002.08,325.1044,5,2,3,15,0.5,7,0,101.45,5.9542,372.1598,4.181,162,0,0,0,27,372.3942,0.2083
train191,0,2.89,91.5941,6,6,83,51.0159,49,1485,5589.16,569.389,15,10,5,12,0.5,16,3,259.86,6.6147,626.2813,0.985,252,0,0,0,45,626.662,0.1687
train192,0,1.9,41.8635,0,0,37,25.4205,21,350,1064.08,267.5097,7,4,6,8,0.4545,10,0,139.02,5.3923,299.094,-0.193,102,0,0,0,20,299.3476,0.1892
train193,0,4.43,103.4073,18,18,92,59.8967,49,1445,7236.09,597.8733,9,4,6,6,0.4737,17,2,118.03,6.6147,613.3628,2.909,236,0,0,0,45,613.7908,0.1848
train194,0,2.01,82.5161,0,0,82,54.9699,41,899,5574.17,509.8288,17,12,5,3,0.5,21,3,297.72,6.3576,569.2908,-5.87,204,0,0,0,39,569.604,0.2561
train195,0,3.77,103.3061,28,28,87,60.3079,55,2303,6297.14,603.1039,7,0,4,13,0.4815,15,3,104.7,6.7814,704.2393,6.709,268,0,0,0,49,705.6346,0.1494
train196,0,2.45,61.227,0,0,56,39.199,29,614,2662.09,370.3559,8,5,6,8,0.5,14,0,147.43,5.858,399.1828,-0.859,144,0,0,0,27,399.5067,0.25
train197,0,2.56,52.0809,10,11,46,32.8391,29,501,1751.08,317.9583,4,1,3,16,0.5,6,0,75.01,5.858,361.1438,3.701,146,0,0,0,26,361.3682,0.1739
train198,0,2.45,64.263,0,0,61,44.963,28,554,3142.09,385.7787,8,5,6,3,0.4615,15,0,147.79,5.8074,406.2138,0.69,136,0,0,0,27,406.5392,0.2787
train199,0,3,63.6382,22,22,53,29.5238,33,767,2266.08,359.6596,5,2,4,17,0.4667,11,1,92.51,6.0444,422.1622,6.024,156,0,0,0,30,422.9114,0.1132
train200,0,3.11,88.7981,6,6,81,48.0139,46,1400,5250.14,557.9754,13,9,12,12,0.5,20,3,242.98,6.5236,602.2588,-1.895,234,0,0,0,43,602.634,0.1852
train201,0,2.34,50.3422,0,0,45,34.6198,24,413,1747.07,300.8875,6,1,3,3,0.4545,6,0,98.51,5.585,325.146,1.435,120,0,0,0,22,325.4281,0.2667
train202,0,2.67,63.5187,6,6,54,27.5713,36,599,2193.11,412.5406,9,6,3,14,0.4545,10,1,181.62,6.1699,476.0986,0.898,190,0,0,0,33,476.8645,0.1296
train203,0,3.22,53.525,12,12,46,30.553,23,341,1747.03,309.8466,2,0,7,6,0.5,11,0,12.47,5.5236,317.1546,4.754,110,0,0,0,22,317.8536,0.1522
train204,0,2.45,51.9971,6,6,44,29.8849,27,500,1516.08,322.8238,7,2,5,6,0.5,8,0,124.37,5.7549,361.1096,1.395,136,0,0,0,25,361.4172,0.1591
train205,0,2.89,73.4962,6,6,66,51.5978,35,844,3568.1,446.8166,7,1,8,11,0.5,17,1,122.71,6.1293,479.209,2.53,172,0,0,0,33,479.5916,0.2121
train206,0,3.88,82.6411,15,16,74,51.4949,39,1040,4669.07,472.351,5,1,6,9,0.4706,17,2,67.45,6.2854,495.2897,5.099,188,0,0,0,36,495.6298,0.2027
train207,0,2.89,67.3974,6,6,60,35.6906,36,636,2913.1,419.4685,9,5,3,13,0.5,11,0,164.63,6.1699,457.1849,1.082,188,0,0,0,33,457.4773,0.1667
train208,0,2.56,68.0678,0,0,63,45.1562,29,661,3340.09,409.4955,7,5,6,3,0.4667,16,0,136.35,5.858,438.1955,2.9,138,0,0,0,28,439.0114,0.2857
train209,0,2.12,46.8123,0,0,42,27.7037,27,356,1473.09,293.3263,9,3,4,10,0.4444,7,0,146.89,5.7549,334.1277,-1.386,142,0,0,0,24,334.3278,0.1905
train210,0,1.9,65.2539,11,11,56,36.4281,39,986,2221.16,420.4874,13,4,5,8,0.4706,14,2,231.6,6.2854,520.1012,0.301,194,0,0,0,36,520.4745,0.125
train211,0,2.78,52.2314,6,6,49,32.0926,23,427,2038.05,305.2236,4,4,7,7,0.5,12,0,81.95,5.5236,309.194,1.166,112,0,0,0,22,309.4012,0.2245
train212,0,1.68,47.6686,0,0,48,29.6154,23,355,1939.1,288.1238,10,8,2,0,0.5,11,1,203.46,5.5236,322.1852,-3.52,114,0,0,0,22,322.3585,0.25
train213,0,1.9,88.1785,0,0,88,57.8235,45,1177,6559.19,537.1918,19,13,2,0,0.4706,22,3,353.11,6.4919,614.3123,-6.914,224,0,0,0,42,614.6447,0.2614
train214,0,2.45,75.4125,0,0,74,51.8255,35,747,4720.12,448.5817,12,8,3,3,0.5,17,2,199.73,6.1293,475.3006,-2.815,172,0,0,0,33,475.5804,0.2568
train215,0,3.33,73.209,12,12,64,41.347,37,929,3166.09,456.1133,6,1,7,11,0.5,15,1,113.69,6.2095,479.2056,4.868,176,0,0,0,35,479.526,0.125
train216,0,2.45,48.9343,6,6,43,27.3417,26,326,1336.08,320.6185,5,1,4,11,0.5,10,0,110.45,5.7004,346.1165,3.305,126,0,0,0,25,346.3353,0.1163
train217,0,2.45,61.4807,6,6,54,28.4073,36,636,2193.12,399.8205,8,5,3,15,0.5,9,0,207.21,6.1699,459.1278,0.765,188,0,0,0,33,459.407,0.1481
train218,0,2.01,24.1187,6,6,22,11.3653,11,101,374.03,144.3357,2,3,4,7,0.5,5,0,66.48,4.4594,153.079,0.132,50,0,0,0,11,153.1787,0.0909
train219,0,3.44,89.5865,16,17,80,51.8095,47,1491,4997.13,563.1911,8,5,4,23,0.4762,18,1,200.01,6.5546,612.2319,4.492,234,0,0,0,44,612.6255,0.15
train220,0,1.46,44.3339,5,5,39,27.3641,25,493,1048.12,290.9108,7,3,6,12,0.4615,11,0,184.68,5.6439,357.0743,-0.655,120,0,0,0,24,357.344,0.1282
train221,0,2.67,64.141,6,6,57,30.431,36,595,2544.11,408.7562,10,7,3,12,0.4545,11,1,201.85,6.1699,460.1482,-0.811,192,0,0,0,33,460.4348,0.1579
train222,0,4.98,129.0544,18,18,113,71.7416,68,2007,10379.15,794.1491,15,4,7,9,0.4737,23,3,221.29,7.0875,853.331,2.962,346,0,0,0,62,853.9079,0.1858
train223,0,3.22,85.6978,6,6,77,46.7142,46,1172,4839.13,534.6221,12,7,4,12,0.4706,14,3,208.17,6.5236,585.2322,0.643,238,0,0,0,42,585.6034,0.1948
train224,0,2.56,58.0214,6,6,50,36.6346,30,697,1948.09,363.9995,8,1,7,6,0.5,11,0,127.31,5.9069,406.1199,1.981,148,0,0,0,28,406.4546,0.18
train225,0,2.45,48.4703,6,6,41,27.4717,25,464,1343.07,297.1675,6,2,3,6,0.5,7,0,112.01,5.6439,334.0987,1.492,126,0,0,0,23,334.3918,0.1707
train226,0,3.77,115.3361,12,12,100,60.9759,63,2154,8044.18,716.8698,16,9,8,12,0.5,20,3,291.67,6.9773,805.2629,1.488,328,0,0,0,57,805.8526,0.17
train227,0,2.56,72.4974,6,6,63,44.8046,39,936,3096.13,457.3346,12,3,6,9,0.5,10,2,181.73,6.2854,517.1631,0.328,196,0,0,0,36,517.5568,0.1746
train228,0,3.55,91.7153,12,12,82,52.2427,50,1372,5589.13,558.8406,10,5,4,19,0.5,14,1,204.3,6.6439,627.2316,0.894,252,0,0,0,45,627.6369,0.2073
train229,0,2.78,73.0866,12,12,62,39.8154,39,1013,2965.12,451.8739,11,5,9,9,0.4706,12,2,189.88,6.2854,510.1685,-1.151,192,0,0,0,36,510.5674,0.129
train230,0,3,99.7798,18,18,85,57.7482,54,1909,5471.18,632.8661,13,7,7,20,0.4783,19,4,280.42,6.7549,729.1774,1.372,270,0,0,0,50,729.7806,0.1294
train231,0,2.34,88.0082,18,18,74,49.7978,50,1701,4014.19,550.896,15,8,6,22,0.5,15,3,299.95,6.6439,672.1421,-1.799,252,0,0,0,46,672.6927,0.0946
train232,0,2.56,42.1487,6,6,39,26.4913,18,272,1215.04,254.2654,3,2,5,9,0.5,11,0,58.56,5.1699,251.1521,1.46,86,0,0,0,18,251.322,0.1795
train233,0,2.34,60.3103,11,11,48,30.2917,33,666,1731.11,372.9418,7,2,3,14,0.4615,10,0,129.83,6.0444,468.0426,3.259,170,0,0,0,30,469.3433,0.1458
train234,0,1.9,80.7561,0,0,81,52.6919,40,870,5483.17,495.1693,17,13,5,0,0.5,22,3,314.87,6.3219,557.2908,-6.544,196,0,0,0,38,557.5933,0.2593
train235,0,2.89,44.8667,10,11,40,25.5333,20,345,1339.03,254.1742,2,2,7,11,0.4545,9,0,41.49,5.3219,259.1572,3.028,92,0,0,0,19,259.344,0.15
train236,0,1.57,35.5135,0,0,31,21.5085,20,268,682.09,239.5015,8,3,4,8,0.4444,8,0,155.46,5.3219,288.0416,-1.488,100,0,0,0,19,288.2786,0.1613
train237,0,4.1,113.5361,22,22,98,68.4239,53,1775,7751.13,668.1578,11,4,15,6,0.5,24,3,202.26,6.7279,720.3128,3.938,248,0,0,0,50,720.9478,0.1633
train238,0,4.65,142.9888,12,12,131,94.0432,75,2791,14899.19,853.4548,16,5,3,19,0.5,23,2,241.91,7.2288,940.4205,1.792,384,0,0,0,67,941.0268,0.2519
train239,0,3.22,79.2402,6,6,71,43.5698,42,931,4219.11,485.0862,10,6,4,12,0.4667,12,2,170.87,6.3923,527.2268,1.233,218,0,0,0,38,527.5673,0.1972
train240,0,3.33,82.3606,12,12,70,45.2814,43,1255,3994.11,497.7046,10,4,6,9,0.4737,11,1,165.5,6.4263,549.2046,2.262,212,0,0,0,39,549.6434,0.1571
train241,0,4.1,137.0663,0,0,134,103.2657,60,1784,15190.17,829.1965,15,5,8,3,0.5,32,3,216.89,6.9069,836.5246,1.736,298,0,0,0,58,837.0481,0.291
train242,0,4.43,110.8296,16,17,99,63.1124,53,1578,8257.11,649.6158,11,5,9,13,0.4737,17,3,166.75,6.7279,670.3843,3.834,256,0,0,0,49,670.8422,0.1919
train243,0,2.67,65.9754,6,6,58,43.1226,34,778,2791.1,399.8682,8,2,6,7,0.5,12,0,133.71,6.0875,449.1621,1.632,176,0,0,0,31,449.5225,0.2069
train244,0,2.78,65.1734,6,6,57,43.1226,33,715,2730.09,391.078,8,1,6,6,0.4667,11,0,113.48,6.0444,433.1671,2.038,170,0,0,0,30,433.5231,0.2105
train245,0,2.23,69.2253,0,0,68,46.1327,33,703,3970.12,413.9897,12,8,2,3,0.5,15,2,213.72,6.0444,447.2693,-3.628,164,0,0,0,31,447.5271,0.25
train246,0,1.68,80.2889,0,0,79,51.9171,42,962,5001.19,509.2534,19,14,3,4,0.4667,22,4,331.43,6.3923,581.2657,-3.511,210,0,0,0,40,581.5749,0.2278
train247,0,2.01,53.7763,6,6,45,33.9477,29,538,1507.11,342.0472,9,3,5,6,0.5,9,0,174.76,5.858,414.0555,1.1,150,0,0,0,27,414.4561,0.1556
train248,0,1.57,27.1793,0,0,23,16.1247,16,164,366.07,185.0363,5,2,3,8,0.4286,6,0,103.14,5,233.0158,-0.378,82,0,0,0,15,233.2182,0.1739
train249,0,1.9,55.5431,6,6,47,35.7009,30,563,1645.12,353.044,10,4,6,6,0.5,10,0,186.79,5.9069,429.0664,-0.509,154,0,0,0,28,429.4708,0.1489
train250,0,4.87,134.1727,0,0,126,90.8233,60,1735,13449.13,818.1782,13,3,3,5,0.4211,18,2,178.36,6.9069,803.482,3.309,292,0,0,0,57,804.0199,0.2698
train251,0,3,68.5882,12,12,57,37.0678,38,967,2599.1,417.9539,9,2,4,9,0.4706,9,0,153.33,6.2479,481.1308,2.431,192,0,0,0,34,481.5229,0.1404
train252,0,1.46,36.9115,5,5,32,25.4705,22,267,776.1,229.4483,8,1,3,5,0.5,5,0,130.84,5.4594,300.0528,-2.116,116,0,0,0,20,300.2926,0.1875
train253,0,2.23,53.4327,15,16,48,32.7933,29,683,1798.1,324.1985,3,4,6,11,0.4667,11,0,134.54,5.858,375.1543,1.619,142,0,0,0,27,375.3798,0.125
train254,0,2.34,51.3703,6,6,42,29.7517,26,526,1384.08,315.6766,6,2,4,6,0.4615,8,0,137.31,5.7004,366.0708,1.924,130,0,0,0,24,366.4579,0.1667
train255,0,1.13,50.1715,5,5,44,35.0685,28,564,1323.15,329.6367,9,4,8,9,0.4615,14,0,230.36,5.8074,423.0519,-1.931,140,0,0,0,27,423.4247,0.1364
train256,0,3.44,77.4358,12,12,66,45.3802,39,1146,3501.09,471.2015,7,1,5,9,0.5,14,1,127.31,6.2854,510.1825,3.854,192,0,0,0,36,510.604,0.1667
train257,0,1.9,69.0693,0,0,69,44.8127,34,728,4049.14,416.9106,14,10,2,0,0.5,16,2,268.17,6.0875,467.2591,-5.381,168,0,0,0,32,467.5152,0.2609
train258,0,4.21,129.9651,0,0,124,99.1749,60,1573,12937.16,797.9339,16,0,3,3,0.4706,26,3,184.19,6.9069,813.4511,2.916,298,0,0,0,57,813.97,0.2903
train259,0,2.34,57.7378,0,0,56,40.8222,28,506,2714.09,346.4075,9,5,4,1,0.5,11,0,129.51,5.8074,374.2053,-0.417,140,0,0,0,26,374.43,0.2857
train260,0,4.98,130.7204,15,16,116,79.3156,68,1665,11836.14,760.5154,12,3,4,10,0.5,18,2,171.17,7.0875,824.3996,3.561,354,0,0,0,60,824.9594,0.2241
train261,0,4.87,123.4676,15,16,110,71.8144,63,1390,10954.12,698.5265,10,5,4,9,0.5,15,1,164.82,6.9773,753.4101,4.228,332,0,0,0,55,753.9277,0.2273
train262,0,4.32,124.0729,18,18,109,72.3871,65,1908,9456.17,765.5048,16,4,3,10,0.45,10,2,224.72,7.0224,823.3541,2.483,314,0,0,0,60,823.8917,0.1651
train263,0,3,43.4855,12,12,34,14.4385,23,444,763.04,281.3077,2,2,6,22,0.4615,5,0,88.04,5.5236,288.0899,2.976,106,0,0,0,22,288.3008,0
train264,0,2.67,61.2102,6,6,54,28.6778,34,586,2319.1,384.8765,9,6,3,13,0.4545,9,1,187.41,6.0875,429.1536,0.696,178,0,0,0,31,429.424,0.1481
train265,0,2.23,51.0391,6,6,44,27.9049,27,537,1516.09,316.9545,7,4,4,7,0.4615,9,0,158.26,5.7549,365.1045,-2.138,138,0,0,0,25,365.4059,0.1591
train266,0,2.34,50.2371,6,6,43,27.9049,26,481,1473.08,308.1643,7,3,4,6,0.5,8,0,138.03,5.7004,349.1096,-1.732,132,0,0,0,24,349.4065,0.1628
train267,0,3.11,68.9878,12,12,60,33.3762,39,807,2906.1,423.7545,8,5,3,18,0.5,9,0,176.61,6.2854,483.1529,0.189,200,0,0,0,35,483.4683,0.1667
train268,0,2.78,67.7354,6,6,59,41.4406,34,857,2729.1,424.2477,9,2,8,8,0.4706,14,0,153.33,6.0875,461.1621,1.298,168,0,0,0,32,461.5332,0.1695
train269,0,1.35,54.6831,10,10,43,30.9589,32,756,1304.15,337.0448,11,2,3,8,0.5,9,1,234.93,6,454.03,0.279,156,0,0,0,29,454.511,0.1395
train270,0,1.9,58.7011,5,5,49,33.7189,32,717,1731.13,378.2704,11,4,6,11,0.4667,11,1,231.48,6,453.0777,-2.621,156,0,0,0,30,453.4955,0.1224
train271,0,2.45,62.9563,11,11,51,32.6817,36,867,1860.12,402.4237,8,2,4,14,0.5,11,0,164.34,6.1699,491.0554,2.279,178,0,0,0,33,491.9034,0.1176
train272,0,1.9,54.2095,5,5,45,32.7885,30,615,1453.12,350.4075,10,3,4,8,0.5,10,0,201.8,5.9069,427.0508,-1.447,148,0,0,0,28,427.4549,0.1333
train273,0,3,59.4367,10,11,51,25.1713,33,561,2046.08,366.6425,6,5,3,14,0.4545,9,0,158.15,6.0444,411.1318,2.148,174,0,0,0,30,411.4055,0.1373
train274,0,2.67,64.8522,6,6,56,29.7578,36,603,2425.11,415.177,9,6,3,12,0.4545,11,1,181.62,6.1699,478.1143,0.841,192,0,0,0,33,478.8804,0.1607
train275,0,2.23,55.3923,6,6,45,30.2277,29,579,1507.1,353.6759,7,2,5,6,0.4615,11,0,121.24,5.858,432.0313,2.264,148,0,0,0,27,433.3078,0.1778
train276,0,2.56,61.7587,6,6,53,27.5713,35,586,2144.11,397.881,9,6,3,12,0.4545,10,1,181.62,6.1293,464.0986,0.731,184,0,0,0,32,464.8538,0.1509
train277,0,2.34,59.3455,11,11,47,29.1345,33,666,1630.11,370.7352,6,2,3,14,0.4615,10,0,138.04,6.0444,469.0266,3.658,170,0,0,0,30,470.3281,0.1489
train278,0,2.34,51.5707,0,0,45,30.0913,26,481,1657.08,321.7008,7,3,4,3,0.5,8,0,138.03,5.7004,351.1253,-2.002,132,0,0,0,24,351.4223,0.2
train279,0,3.22,75.977,12,12,67,39.665,42,852,3635.11,467.1366,8,5,4,19,0.4615,12,1,185.84,6.3923,527.1791,0.557,214,0,0,0,38,527.5209,0.1791
train280,0,2.23,30.3059,6,6,28,17.0581,13,159,628.03,178.9277,2,3,6,7,0.5,7,0,52.49,4.7004,181.1103,0.945,58,0,0,0,13,181.232,0.1429
train281,0,2.56,37.8843,6,6,34,23.5737,17,222,985.03,218.0293,2,1,3,7,0.5,6,0,33.62,5.0875,218.1419,2.563,78,0,0,0,16,218.2953,0.1765
train282,0,2.34,57.7225,11,11,47,29.9175,33,666,1630.11,361.5917,6,2,3,14,0.4615,10,0,138.04,6.0444,453.0561,3.197,170,0,0,0,30,453.8735,0.1489
train283,0,2.23,26.4103,6,6,24,13.5517,11,115,466.02,152.8415,1,2,3,7,0.4286,5,0,46.25,4.4594,151.0997,1.356,50,0,0,0,11,151.206,0.125
train284,0,2.56,55.4594,6,6,48,33.7606,28,560,1850.08,340.5497,6,2,4,7,0.4615,10,0,121.24,5.8074,378.1249,1.998,144,0,0,0,26,378.4445,0.1875
train285,0,1.79,68.9065,0,0,69,44.3795,35,753,3985.15,423.4943,15,11,2,0,0.5,17,2,282.61,6.1293,484.2381,-5.486,174,0,0,0,33,484.4994,0.2609
train286,0,2.67,42.3114,6,6,39,27.6486,17,240,1249.03,247.6817,3,1,6,9,0.4444,9,0,32.34,5.0875,234.1732,2.099,78,0,0,0,17,234.3378,0.1795
train287,0,2.34,32.0659,6,6,29,19.9321,14,184,659.03,193.5872,2,1,5,9,0.4444,7,0,38.33,4.8074,193.1103,1.626,64,0,0,0,14,193.2427,0.1379
train288,0,2.89,60.7394,10,11,51,33.7606,32,605,2104.08,363.9083,6,2,3,14,0.5,9,0,121.24,6,414.1249,3.284,162,0,0,0,29,414.4767,0.1569
train289,0,2.56,52.0279,6,6,46,29.5281,27,403,1559.08,337.9145,5,1,5,11,0.5,11,0,110.45,5.7549,360.1321,3.728,130,0,0,0,26,360.3619,0.1304
