CompName,Expt,SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumStereocenters,NumUnspecifiedStereocenters,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
train34,0,7.4898,138.1357,202.0592,42.21,473.407,472.1222,4,1,4,1,4,0,6,33,55,0,0,5,3,0,2,0,0,1,3,0,1,0.1111,19.7697,11.5132,8.998,5.8066,4.1359,10.7573,8.1252,5.3027,3.8839,-3.34,21.5028,8.8913,4.4497,10.674,15.5929,0,0,13.8475,89.9215,10.0453,28.1086,0,11.3748,0,23.2019,0,0,9.5511,4.9924,19.8893,5.3168,100.3316,0,17.0752,45.6101,9.8839,4.9924,4.984,0,0,35.3346,86.6439,27.4619,33.4659,0,0,0,0,0,27,0,2,0,0,0,0,2,2,0,0,33,8,1,0,15,13,0,4,4,4,1,1,0,0,4,2,1,0,15,11,0,0,0,0,5,0,0,0,0,4,2
train35,0,2.8716,109.2347,169.1047,83.09,399.443,399.1682,7,1,5,1,6,1,7,29,54,1,1,3,2,0,1,0,0,0,2,0,1,0.3636,17.2505,9.2623,6.7505,5.098,3.8621,9.2623,6.7505,5.098,3.8621,-3.22,20.5126,8.4262,3.7218,29.693,34.3464,11.2154,0,30.5133,29.06,0,11.1269,0,0,22.998,0,23.742,0,5.3168,0,25.8072,28.4392,45.6157,0,34.125,5.9072,24.2642,9.5891,0,0,0,6.0664,47.7311,12.4872,34.481,0,17.2485,17.0855,0,0,22,0,0,0,0,0,0,1,0,6,0,29,11,2,0,12,6,0,5,13,7,1,1,0,0,7,5,1,0,6,10,0,0,0,0,1,2,0,0,0,4,2
train36,0,5.5773,188.176,293.8845,104.7,705.647,704.2393,12,0,11,0,12,0,14,49,87,3,3,7,5,2,2,2,2,2,3,0,0,0.3714,28.8729,17.1635,13.1454,9.6978,6.7928,16.4076,12.3018,9.15,6.2404,-4.36,33.1517,14.2422,7.0445,20.2264,74.6088,21.8056,0,31.8736,90.5065,10.0453,5.6874,0,11.3748,5.7495,23.2019,14.2106,0,29.112,0,44.746,49.1926,111.805,0,11.4369,34.5767,24.0104,0,23.7092,10.1974,0,36.192,74.0082,48.1399,23.3587,43.9871,0,5.7871,0,5.6897,35,0,2,0,0,0,0,0,8,2,2,49,15,1,0,25,14,0,11,16,12,0,0,0,0,5,4,1,0,24,14,1,0,0,3,4,0,0,0,0,0,0
train37,0,-7.2914,107.7922,189.2992,282.61,484.503,484.2381,15,15,6,11,15,0,15,33,69,15,15,3,0,3,3,0,2,2,0,1,1,1,17.8545,10.7923,8.7898,6.4822,4.4005,10.7923,8.7898,6.4822,4.4005,-0.6,26.9953,10.9837,5.3239,22.9347,140.6426,18.9475,0,6.4208,0,0,0,0,0,0,0,54.6931,0,0,22.9347,98.1661,13.1516,0,0,0,0,77.6278,0,0,0,0,0,6.4208,18.6284,12.6487,61.0397,12.5801,0,0,0,18,0,0,0,0,0,0,4,0,9,2,33,17,0,0,18,0,0,6,26,15,15,11,0,0,11,4,0,0,3,15,0,0,0,0,3,0,0,0,0,0,0
train38,0,4.2058,137.596,219.8154,69.06,531.44,530.1488,8,0,7,0,7,1,10,36,64,2,2,5,3,2,2,1,2,2,2,0,0,0.3846,21.4902,12.6374,9.8046,7.0614,5.1496,11.8814,8.961,6.5136,4.5972,-2.78,24.8942,10.6825,5.4665,9.6368,65.8549,26.6001,0,12.4872,61.1856,10.0453,0,0,5.6874,5.7495,23.2019,19.0051,0,14.451,0,25.3596,44.2927,76.7943,0,5.7495,34.7964,28.5775,4.7945,4.984,0,0,29.2682,36.3982,61.7699,24.5016,18.4604,0,11.6943,0,0,26,0,2,0,0,0,0,0,4,2,2,36,11,1,0,20,8,0,7,12,8,0,0,0,0,4,3,1,0,18,9,1,0,0,2,3,0,0,0,0,0,0
train39,0,2.291,69.3003,109.8438,59.3,255.273,255.0895,4,1,3,1,3,0,4,19,32,1,1,3,2,0,1,1,0,1,1,0,0,0.2,10.2439,6.2023,4.6697,3.5795,2.6289,6.2023,4.6697,3.5795,2.6289,-2.36,11.7148,4.3878,1.8518,0,21.4262,11.3393,0,34.0846,42.4646,0,0,0,0,0,0,14.6956,0,4.5671,0,18.8835,0,59.4159,0,0,11.7526,9.6736,9.5891,0,0,0,30.3318,18.5536,17.8021,11.6118,0,0,5.7832,0,5.9693,15,0,0,0,0,0,0,0,1,3,0,19,4,2,0,10,5,0,3,7,4,1,1,0,0,3,0,2,0,9,5,0,0,0,2,1,0,0,0,0,2,1
train40,0,-3.5854,38.1988,69.3294,121.38,182.172,182.079,6,6,5,6,6,0,6,12,26,4,4,0,0,0,0,0,0,0,0,0,0,1,6.4069,3.4817,2.481,1.5125,0.6712,3.4817,2.481,1.5125,0.6712,-0.24,11.76,5.4135,3.0154,0,68.2688,0,0,0,0,0,0,0,0,0,0,30.6392,0,0,0,24.4159,13.2138,0,0,0,0,30.6392,0,0,0,0,0,0,0,13.2138,24.4159,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,12,11,0,0,0,0,0,5,12,6,6,6,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train41,0,0.7728,46.716,71.4546,66.48,167.208,167.0946,3,4,2,3,3,0,3,12,25,2,2,1,1,0,0,0,0,0,1,0,0,0.3333,6.9359,3.8359,2.8989,1.7098,1.0123,3.8359,2.8989,1.7098,1.0123,-1.06,9.0314,3.5593,1.964,5.7337,16.2549,0,0,18.5912,24.2655,0,0,0,0,5.7495,0,10.2131,0,0,5.7337,19.0695,0,29.8289,0,5.7495,0,15.9467,0,0,0,0,12.1327,24.6199,6.0418,6.104,5.7495,0,0,0,0,9,0,0,0,0,0,0,1,0,2,0,12,6,0,0,3,3,0,2,5,3,4,3,0,0,4,0,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0
train42,0,0.2684,118.2616,187.0308,210.54,454.447,454.1713,13,7,9,5,10,1,13,33,55,1,1,3,3,0,0,2,0,0,1,0,0,0.25,17.5954,9.7502,7.2002,4.7209,3.0273,9.7502,7.2002,4.7209,3.0273,-4.55,23.1202,9.7196,5.7825,21.684,61.0843,16.1338,0,28.8936,30.4623,0,11.1639,0,17.4536,0,0,24.5967,0,25.2527,0,25.4282,23.4149,41.7197,0,0,46.4633,31.8971,9.5891,14.7625,9.968,0,0,30.6863,24.7193,18.4355,6.0418,16.9817,5.9483,5.9072,11.9386,20,0,0,0,0,0,0,4,4,5,0,33,15,3,0,9,8,0,9,18,13,7,5,0,0,8,4,5,0,9,7,0,0,0,0,3,0,0,0,0,2,1
train43,0,5.4065,129.4318,192.1374,40.54,429.604,429.2668,3,1,2,1,3,0,3,32,67,5,5,5,1,2,4,0,0,0,1,2,4,0.5517,19.8712,12.175,10.7555,9.0301,7.381,12.175,10.7555,9.0301,7.381,-2.31,21.5313,7.6311,3.1061,4.8999,30.5862,4.7945,29.0917,70.2746,47.0608,0,0,0,5.6874,0,0,9.9011,0,0,17.2508,70.3122,18.9953,52.6243,0,11.8409,11.4706,10.0064,4.7945,0,0,5.9204,30.55,92.2029,37.5364,0,5.6011,5.7832,0,0,0,29,0,0,0,0,0,0,1,0,2,0,32,8,1,1,21,5,0,2,5,3,1,1,0,0,6,2,1,0,12,9,2,0,0,1,4,0,0,0,0,6,3
train44,0,3.1732,95.0268,142.3134,45.59,324.424,324.1838,4,1,4,1,4,0,4,24,48,4,4,5,2,3,3,1,3,3,1,0,0,0.45,14.0589,8.683,6.9744,5.8195,4.4443,8.683,6.9744,5.8195,4.4443,-1.91,15.608,6.1876,2.5024,4.7369,41.2316,0,11.8358,24.5091,43.1173,0,10.9029,0,0,5.7495,0,9.8434,0,9.8839,11.8358,24.9875,20.1993,48.6807,0,5.7495,10.9029,9.8434,9.8839,0,0,6.5789,6.076,61.0511,24.1697,18.7305,5.7495,0,0,0,0,20,0,0,0,0,0,0,0,2,2,0,24,6,1,0,15,5,0,4,6,4,1,1,0,0,3,2,1,0,10,8,0,0,0,0,5,0,0,0,0,10,10
train45,0,5.9052,196.8969,302.0584,145.78,720.962,720.3128,11,4,17,4,9,4,13,50,98,4,4,4,4,0,0,2,0,0,2,0,0,0.4324,30.8765,18.5684,14.9023,10.0771,6.7184,16.8091,13.0417,8.1298,5.3865,-4.33,38.4716,19.1656,12.2181,15.9504,69.2831,35.5247,5.9179,66.7393,77.7511,0,0,0,9.5891,0,22.6736,24.227,0,30.8182,5.9179,90.2564,7.0477,104.4567,0,0,40.7051,30.6937,9.7785,14.5731,0,22.6736,88.3586,36.3073,30.5843,39.7798,12.6487,0,5.9072,0,12.1244,37,0,0,0,0,2,0,4,2,5,0,50,28,3,0,11,11,0,17,16,11,4,4,0,0,9,9,10,0,17,5,0,0,0,2,2,0,0,0,0,0,0
train46,0,1.28439,99.2142,157.5469,95.5,618.955,618.8093,6,3,3,3,3,2,9,20,34,5,5,1,0,1,1,0,0,0,0,1,1,0.6364,17.1651,9.4656,8.5971,7.3275,8.1383,5.7287,4.4748,2.8864,2.0752,0.6,18.6485,7.7392,4.3011,10.6336,40.7059,14.3836,11.9597,13.8475,0,0,0,0,0,0,67.7726,19.4901,0,10.6336,5.9179,31.6632,0,6.0418,0,0,85.5563,15.7401,14.3836,0,6.0418,45.1817,30.4401,0,23.814,5.9179,0,5.9072,5.9072,0,5.9693,11,0,0,0,3,0,0,2,0,4,0,20,11,3,0,6,0,0,3,10,6,3,3,1,0,9,2,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0
train47,0,-7.74176,131.3989,227.896,331.43,581.58,581.2657,19,16,9,14,15,0,19,40,79,15,15,3,0,3,3,0,2,2,0,1,1,0.8571,21.6938,12.4138,9.9697,7.456,5.1765,12.4138,9.9697,7.456,5.1765,-2.27,32.2472,12.7139,6.003,27.4177,158.8478,23.742,10.8186,6.9237,0,0,0,0,0,0,0,59.4877,10.8186,15.9504,11.4673,98.1661,13.6546,0,0,0,18.2053,82.1108,15.6131,0,0,0,0,13.9714,0,36.9403,42.7278,36.3864,0,0,0,21,0,0,0,0,0,0,7,0,10,2,40,22,3,0,17,0,0,9,31,19,16,14,0,0,14,7,2,0,2,14,1,0,0,1,2,0,0,0,0,0,0
train48,0,-0.5386,28.4172,47.8879,57.2,141.193,140.9686,3,0,2,1,4,0,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2053,3.8147,2.9562,1.5716,1.0062,1.6049,0.9854,0.3413,0.1118,0.26,7.26,2.5386,6.26,0,24.4763,10.1181,0,0,0,0,0,0,0,0,12.6288,12.9705,0,0,0,0,11.5057,0,0,0,22.7469,4.5527,0,8.4178,12.6288,0,0,0,11.5057,10.1181,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,0,7,4,2,0,0,0,0,2,7,3,0,0,1,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train49,0,1.4036,99.1871,164.7312,117.51,403.826,403.1047,9,2,4,2,8,1,10,28,46,0,0,4,3,0,1,2,0,1,1,0,0,0.3333,16.0116,8.94,7.4123,5.2322,3.3322,8.562,7.0051,4.9172,3.0818,-2.75,18.6058,6.6947,2.7035,0,60.9733,11.9597,0,28.8664,29.0495,5.0226,17.2057,0,0,0,11.6009,19.5307,0,24.5916,0,18.8835,20.2614,46.6972,0,17.2057,17.5081,19.6361,9.3616,4.984,4.984,0,22.824,19.0565,7.0477,47.1409,12.0212,0,11.7151,5.9072,0,18,0,1,0,0,0,0,0,5,3,1,28,9,1,0,13,8,0,4,13,9,2,2,0,0,6,2,0,1,9,10,0,0,0,2,1,1,0,0,0,4,2
train50,0,1.8457,94.0726,153.3982,91.67,360.45,360.1937,5,2,3,2,5,0,5,26,54,7,7,4,0,3,4,0,0,0,0,3,4,0.7619,15.3175,9.8899,9.1442,8.2669,7.175,9.8899,9.1442,8.2669,7.175,-1.33,18.0529,6.0963,2.2575,0,40.7766,14.3836,34.5016,51.8695,11.6491,0,0,0,0,0,0,24.5967,0,0,34.5016,57.9735,6.6069,11.6491,0,0,17.8527,15.0076,9.5891,0,0,0,12.4968,67.7697,17.7537,6.104,12.893,11.5665,0,0,0,21,0,0,0,0,0,0,0,0,5,0,26,6,3,0,19,1,0,3,10,5,2,2,0,0,6,2,1,0,8,7,2,0,0,1,3,0,0,0,0,6,3
train51,0,5.3513,135.0177,199.7335,42.32,458.581,458.2482,5,1,8,1,5,0,6,34,65,0,0,5,4,1,1,1,1,1,3,0,0,0.3214,19.5832,11.9931,8.9951,6.7051,4.681,11.9931,8.9951,6.7051,4.681,-3.38,22.4141,10.2635,5.2286,10.0537,47.2369,12.9656,5.8172,23.9685,72.7964,0,11.0334,0,10.3388,5.7495,0,9.1273,0,14.451,0,31.8491,32.0609,89.7405,0,5.7495,16.9817,19.5207,0,9.3744,0,0,36.3982,66.7876,25.6761,24.688,11.5667,0,5.9483,0,0,28,1,0,0,0,0,0,1,3,1,0,34,10,0,0,17,11,0,8,6,5,1,1,0,0,2,5,0,0,17,10,0,0,0,1,4,0,0,0,0,2,1
train52,0,3.4808,102.5857,162.8428,52.23,393.318,392.1171,5,1,4,1,3,1,7,26,48,1,1,4,2,1,2,1,1,2,1,0,0,0.4737,16.0613,9.8508,7.8666,6.0747,4.2945,9.0949,7.0522,5.3357,3.9738,-1.56,17.834,7.588,3.6119,0,51.854,17.6362,0,35.8348,24.5264,10.0453,0,0,0,0,23.2019,4.7945,0,19.7678,0,31.7251,26.179,51.523,0,0,29.1091,14.7838,4.7945,4.984,0,0,29.2682,43.6273,25.2043,34.5292,0,0,5.9072,0,0,19,0,2,0,0,0,0,0,4,1,0,26,7,1,0,16,5,0,4,6,5,1,1,0,0,3,2,1,0,12,8,0,0,0,2,2,0,0,0,0,2,1
train53,0,6.2823,145.9423,219.6396,66.84,499.651,499.2723,5,1,11,1,4,0,5,37,74,0,0,4,3,1,1,0,1,1,3,0,0,0.375,21.8065,13.1921,10.4127,7.4092,4.8705,13.1921,10.4127,7.4092,4.8705,-3.28,26.7737,12.3073,6.9366,0,47.4972,14.9464,0,72.6831,84.9291,0,0,0,0,0,0,19.4325,0,4.8999,0,57.1537,19.6343,107.1829,0,0,11.7526,14.7433,9.5891,0,0,0,84.9291,56.3451,25.0738,11.519,6.104,5.7832,0,0,5.9693,32,0,0,0,0,0,0,0,1,4,0,37,14,2,0,15,9,0,11,9,5,1,1,0,0,5,4,3,1,18,6,0,0,0,0,4,0,0,0,0,0,0
train54,0,3.1482,106.2048,164.6594,53.01,388.895,388.1554,5,1,8,1,4,0,6,27,52,1,1,3,2,1,1,0,1,1,2,0,0,0.381,16.0153,9.5743,7.1251,5.1024,3.6188,9.1964,6.6887,4.8505,3.4928,-1.92,19.8309,9.8536,5.7768,0,66.8132,9.5314,0,17.1687,54.5973,5.0226,0,0,0,0,11.6009,14.6379,0,9.7998,0,6.0418,45.9375,70.7468,0,0,17.5702,9.8434,9.7998,4.7945,0,0,54.0655,23.2596,37.7464,12.6487,6.6069,0,0,0,5.9693,21,0,1,0,0,0,0,0,2,3,0,27,10,1,0,12,6,0,8,8,5,1,1,0,0,3,4,2,0,13,5,0,0,0,0,3,0,0,0,0,0,0
train55,0,0.8888,58.0646,88.8007,62.46,211.261,211.1208,4,2,5,2,4,0,4,15,32,0,0,1,1,0,0,1,0,0,0,0,0,0.5455,8.9401,5.2247,3.453,2.4013,1.5788,5.2247,3.453,2.4013,1.5788,-1.29,11.7829,5.5568,2.8268,5.4288,21.387,12.9656,0,25.4593,17.0577,0,0,0,0,5.7495,0,10.2131,0,4.5671,0,32.731,6.6069,28.1805,0,5.7495,0,14.7802,4.7945,0,0,0,6.9237,19.2625,25.4148,5.6939,0,5.7495,5.4288,0,0,11,0,0,0,0,0,0,0,1,3,0,15,8,1,0,3,3,0,5,7,4,2,2,0,0,4,5,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0
train56,0,0.24472,48.8066,76.0708,62.46,183.207,183.0895,4,2,3,2,4,0,4,13,26,0,0,1,1,0,0,1,0,0,0,0,0,0.4444,7.5259,4.164,2.8846,1.9699,1.146,4.164,2.8846,1.9699,1.146,-1.29,9.7954,4.0914,2.0915,5.4288,21.387,6.5448,6.9237,12.1147,17.0577,0,0,0,0,5.7495,0,10.2131,0,4.5671,0,19.8893,6.6069,28.1805,0,5.7495,0,14.7802,4.7945,0,0,0,0,13.3446,25.4148,5.6939,0,5.7495,5.4288,0,0,9,0,0,0,0,0,0,0,1,3,0,13,6,1,0,3,3,0,3,7,4,2,2,0,0,4,3,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0
train57,0,0.6633,83.677,130.9036,87.46,320.324,320.1285,7,2,3,2,6,0,8,23,40,0,0,3,2,1,1,2,1,1,0,0,0,0.4,12.6735,7.4524,5.3651,3.9712,2.7683,7.4524,5.3651,3.9712,2.7683,-2.48,15.417,5.9587,2.6534,15.6455,46.8059,6.5448,5.8172,17.2817,17.0577,0,11.0334,0,10.2083,0,0,14.2915,0,14.8679,0,13.4685,31.0789,33.8672,0,0,22.8206,19.8903,4.7945,14.1689,0,0,0,12.9901,38.9206,5.3862,11.2106,11.6351,5.4288,0,5.9693,15,1,0,0,0,0,0,0,4,3,0,23,6,2,0,12,5,0,3,10,7,2,2,0,0,5,1,1,0,8,8,0,0,0,0,3,0,0,0,0,2,1
train58,0,1.6992,90.7683,146.5899,65.78,369.343,369.13,6,1,4,1,5,0,9,26,44,0,0,3,2,1,1,1,1,1,1,0,0,0.4118,14.1366,8.1269,6.2669,4.6049,3.2163,8.1269,6.2669,4.6049,3.2163,-2.55,18.2474,6.9868,3.0256,10.3287,60.4441,6.5448,11.6344,10.358,17.0577,0,10.9029,0,18.8586,0,0,23.0723,0,9.467,0,6.5448,44.8012,39.6844,0,0,22.5596,19.4734,4.7945,17.9658,0,0,0,13.114,32.3759,17.4477,23.7426,5.8172,5.4288,0,5.9693,17,3,0,0,0,0,0,0,3,3,0,26,9,2,0,12,5,0,4,9,6,1,1,0,0,7,2,1,0,6,10,0,0,0,0,3,0,0,0,0,2,1
train59,0,1.8907,75.8192,124.9223,122.63,330.749,330.0077,7,4,5,3,5,0,9,21,32,0,0,2,2,0,0,1,0,0,1,0,0,0.0833,12.1101,7.5711,6.0483,4.0177,2.7893,5.6468,4.1113,2.6422,1.6901,-2.03,15.3606,5.7615,3.5422,10.4558,19.4936,16.568,0,16.1182,39.8413,5.0226,0,0,5.6874,0,11.6009,22.736,0,0,5.139,11.4402,5.3168,46.875,0,0,33.2809,14.8405,0,18.3513,0,0,11.6009,24.2655,0,29.0814,10.6557,0,10.0233,0,5.9693,12,0,1,0,0,1,0,2,0,4,1,21,8,3,0,6,5,0,5,12,7,4,3,0,0,6,2,1,1,6,5,0,0,0,1,1,0,0,0,0,0,0
train60,0,1.6618,104.9848,169.1673,64.09,414.333,413.1273,6,1,4,1,4,2,8,27,52,2,2,3,1,2,2,0,2,2,1,0,0,0.5789,16.9167,9.9813,8.1477,6.0432,4.1484,9.2253,7.3333,5.3042,3.8277,-1.34,20.3957,8.7764,5.1345,0,83.035,16.0099,0,18.908,18.1991,10.0453,0,0,0,0,23.2019,14.6956,0,14.6997,0,31.9112,39.2685,33.8078,0,0,35.0162,14.9063,14.489,0,0,0,29.2682,24.117,46.1923,28.6119,0,0,11.8144,0,0,19,0,2,0,0,0,0,0,3,3,0,27,10,2,0,14,3,0,4,9,6,1,1,0,0,6,2,2,0,9,8,0,0,0,1,2,0,0,0,0,0,0
train61,0,0.6332,94.8808,156.8918,64.09,381.423,381.1864,6,1,4,1,4,2,8,27,52,2,2,3,1,2,2,0,2,2,1,0,0,0.5789,15.4049,9.2193,7.3625,5.2425,3.8912,9.2193,7.3625,5.2425,3.8912,-2.06,19.6947,8.3084,5.0142,0,83.035,16.0099,11.6344,18.908,18.1991,0,0,0,8.7808,0,0,23.4764,0,14.6997,0,31.9112,39.2685,35.397,0,0,11.8144,14.9063,14.489,8.7808,0,0,0,24.117,52.2586,18.5666,11.6344,0,11.8144,0,0,19,2,0,0,0,0,0,0,3,3,0,27,10,2,0,14,3,0,4,9,6,1,1,0,0,6,2,2,0,9,8,0,0,0,1,2,0,0,0,0,0,0
train62,0,0.3636,101.5168,160.0393,73.32,375.469,375.2158,7,1,5,1,5,2,7,27,56,2,2,3,1,2,2,0,2,2,1,0,0,0.6,16.1346,9.5431,7.4364,5.4543,3.9606,9.5431,7.4364,5.4543,3.9606,-2.12,19.6363,8.7122,4.9868,4.7369,90.1448,16.0099,0,18.908,24.2655,0,0,0,0,5.7495,0,19.4325,0,14.6997,0,31.9112,46.3783,29.8289,0,5.7495,11.8144,19.6432,14.489,0,0,0,12.1327,24.117,46.1923,25.6764,5.7495,0,11.8144,0,0,20,0,0,0,0,0,0,0,3,4,0,27,10,2,0,14,3,0,5,11,7,1,1,0,0,5,3,2,0,10,7,0,0,0,1,2,0,0,0,0,0,0
train63,0,0.2632,101.6192,163.2137,107.23,390.44,390.1903,9,1,5,1,6,2,9,28,54,2,2,3,1,2,2,0,2,2,1,0,0,0.5789,15.99,9.5194,7.5084,5.4674,3.9137,9.5194,7.5084,5.4674,3.9137,-2.52,20.2204,8.6587,4.8465,0,87.9583,16.0099,10.1143,18.908,24.2655,0,0,0,5.6874,0,0,19.6189,0,14.6997,0,31.9112,39.2685,39.9432,0,0,17.5017,14.9063,24.6033,0,0,0,12.1327,11.9843,58.325,23.4899,0,0,11.8144,5.6874,0,19,0,0,0,0,0,0,1,3,5,0,28,10,3,0,14,3,0,5,15,9,1,1,1,1,6,2,3,0,10,7,0,0,0,1,2,0,0,0,0,0,0
train64,0,0.3636,101.5168,160.0393,73.32,375.469,375.2158,7,1,5,1,5,2,7,27,56,2,2,3,1,2,2,0,2,2,1,0,0,0.6,16.1346,9.5431,7.4329,5.4793,3.9215,9.5431,7.4329,5.4793,3.9215,-2.12,19.6363,8.7122,4.9868,4.7369,90.1448,16.0099,0,18.908,24.2655,0,0,0,0,5.7495,0,19.4325,0,14.6997,0,31.9112,46.3783,29.8289,0,5.7495,11.8144,19.6432,14.489,0,0,0,12.1327,24.117,46.1923,25.6764,5.7495,0,11.8144,0,0,20,0,0,0,0,0,0,0,3,4,0,27,10,2,0,14,3,0,5,11,7,1,1,0,0,5,3,2,0,10,7,0,0,0,1,2,0,0,0,0,0,0
train65,0,0.2632,101.6192,163.2137,107.23,390.44,390.1903,9,1,5,1,6,2,9,28,54,2,2,3,1,2,2,0,2,2,1,0,0,0.5789,15.99,9.5194,7.5119,5.4416,3.9581,9.5194,7.5119,5.4416,3.9581,-2.52,20.2204,8.6587,4.8465,0,87.9583,16.0099,10.1143,18.908,24.2655,0,0,0,5.6874,0,0,19.6189,0,14.6997,0,31.9112,39.2685,39.9432,0,0,17.5017,14.9063,24.6033,0,0,0,12.1327,11.9843,58.325,23.4899,0,0,11.8144,5.6874,0,19,0,0,0,0,0,0,1,3,5,0,28,10,3,0,14,3,0,5,15,9,1,1,1,1,6,2,3,0,10,7,0,0,0,1,2,0,0,0,0,0,0
train66,0,0.355,94.9648,148.5608,64.09,345.443,345.2052,6,1,4,1,4,2,6,25,52,2,2,3,1,2,2,0,2,2,1,0,0,0.5789,14.8037,9.02,7.0704,5.163,3.774,9.02,7.0704,5.163,3.774,-1.92,17.8887,7.973,4.5819,0,83.035,16.0099,0,18.908,30.3318,0,0,0,0,0,0,14.6956,0,14.6997,0,31.9112,39.2685,35.8953,0,0,11.8144,14.9063,14.489,0,0,0,30.3318,11.9843,46.1923,18.5666,0,0,11.8144,0,0,19,0,0,0,0,0,0,0,3,3,0,25,8,2,0,14,3,0,4,9,6,1,1,0,0,4,2,2,0,11,6,0,0,0,1,2,0,0,0,0,0,0
train67,0,1.48242,80.8093,131.6093,112.74,335.341,335.0576,8,2,2,2,6,1,9,23,36,0,0,3,2,0,1,1,0,1,1,0,0,0.1429,13.0861,8.0237,6.8805,5.2199,3.6809,6.5836,4.9428,3.4045,2.283,-2.81,15.0998,5.1275,2.3435,5.3168,35.9411,14.8178,6.9237,11.3237,45.4475,0,5.7592,0,5.8179,0,0,22.842,0,9.4619,0,11.8192,12.3645,47.3526,0,0,27.5075,14.9464,9.0998,8.4178,0,0,17.2894,19.0565,18.6775,4.8955,5.7602,17.2741,0,15.9305,0,14,0,0,0,0,1,0,1,2,4,1,23,6,3,0,10,6,0,2,13,8,2,2,0,0,6,1,1,0,7,7,1,0,0,1,2,0,0,0,0,2,1
train68,0,5.088,137.9978,207.3328,43.78,477.048,476.2231,4,1,7,1,3,1,5,34,67,0,0,4,3,1,1,0,1,1,3,0,0,0.3448,20.7093,12.2648,9.9035,7.4242,5.2835,11.8868,9.4671,7.1723,5.1575,-2.66,24.4641,10.3065,4.9011,0,54.5431,15.8106,0,35.9528,84.9291,5.0226,0,0,0,0,11.6009,9.9011,0,9.7998,0,30.2785,33.7296,106.6421,0,0,17.5081,14.9063,4.7945,0,0,0,84.3973,54.6303,32.2075,5.6011,5.415,0,5.9072,0,0,29,0,1,0,0,0,0,1,1,2,0,34,12,1,0,15,9,0,7,6,4,1,1,0,0,5,2,2,1,18,5,1,0,0,0,4,0,0,0,0,0,0
train69,0,4.8878,106.948,164.3594,42.43,382.891,382.1448,4,0,1,0,3,1,5,27,50,0,0,4,2,1,2,1,1,1,1,0,1,0.3636,16.2587,9.9164,7.4136,5.61,4.2519,9.5385,6.9771,5.3749,4.0572,-2.33,18.0529,7.73,3.5865,0,35.6735,17.5785,0,42.1497,42.1018,5.0226,5.5731,0,4.7945,0,11.6009,9.5314,0,9.8839,0,32.607,19.6964,69.5087,0,0,23.2673,9.6368,4.984,4.7945,0,0,29.3068,67.4965,29.8821,12.3008,0,0,0,0,6.0932,22,0,1,0,0,0,0,0,2,2,0,27,5,2,0,17,6,0,1,6,4,0,0,0,0,3,2,1,0,13,8,0,0,0,0,3,1,0,0,0,4,2
